5.646958e+02	1	1.722676e-05	77	8.810000e-08	1.608911e-05	2.608106e-01	-7.525181e-01	6.165325e-03	6.165325e-03	4.405000e-08	1.276993e-05	2.608208e-01	-7.525115e-01	6.164305e-03	
8.737076e+02	1	1.585508e-05	141	8.810000e-08	1.608911e-05	7.121271e-01	5.509159e-01	-2.076082e-03	-2.076082e-03	4.405000e-08	1.276993e-05	7.121196e-01	5.509071e-01	-2.071620e-03	
9.719287e+02	1	1.922401e-05	110	8.810000e-08	1.608911e-05	-6.300964e-01	-5.417878e-01	-7.011457e-03	-7.011457e-03	4.405000e-08	1.276993e-05	-6.301037e-01	-5.417784e-01	-7.009939e-03	
1.034366e+03	1	1.155260e-05	126	8.810000e-08	1.608911e-05	7.798035e-01	4.154681e-01	-1.339913e-03	-1.339913e-03	4.405000e-08	1.276993e-05	7.797911e-01	4.154663e-01	-1.338425e-03	
1.385713e+03	1	2.462346e-05	92	8.810000e-08	1.608911e-05	5.867202e-01	-5.173414e-01	-3.201467e-03	-3.201467e-03	4.405000e-08	1.276993e-05	5.867130e-01	-5.173438e-01	-3.211503e-03	
2.814699e+03	1	1.634590e-05	126	1.762000e-07	2.027101e-05	-8.980914e-02	-8.698254e-01	-3.258544e-03	-3.258544e-03	8.810000e-08	1.608911e-05	-8.980571e-02	-8.698133e-01	-3.248789e-03	
2.880874e+03	1	7.698899e-06	76	8.810000e-08	1.608911e-05	1.928972e-01	-7.846469e-01	-9.273176e-03	-9.273176e-03	4.405000e-08	1.276993e-05	1.928985e-01	-7.846590e-01	-9.274442e-03	
4.565016e+03	1	1.380567e-05	144	8.810000e-08	1.608911e-05	-6.790718e-01	-5.847173e-01	-9.812736e-04	-9.812736e-04	4.405000e-08	1.276993e-05	-6.790770e-01	-5.847126e-01	-9.714091e-04	
5.032670e+03	1	1.186271e-05	62	8.810000e-08	1.608911e-05	5.617701e-01	-4.641689e-01	-6.069771e-03	-6.069771e-03	4.405000e-08	1.276993e-05	5.617599e-01	-4.641750e-01	-6.073604e-03	
7.375653e+03	1	9.845133e-06	115	8.810000e-08	1.608911e-05	7.371935e-01	2.788520e-01	-6.629886e-03	-6.629886e-03	4.405000e-08	1.276993e-05	7.371995e-01	2.788632e-01	-6.628872e-03	
8.012979e+03	1	2.183243e-05	68	8.810000e-08	1.608911e-05	3.756641e-01	-6.514782e-01	8.225113e-03	8.225113e-03	4.405000e-08	1.276993e-05	3.756703e-01	-6.514881e-01	8.221104e-03	
8.865021e+03	1	7.488020e-06	135	8.810000e-08	1.608911e-05	4.429375e-01	-7.587444e-01	3.795238e-03	3.795238e-03	4.405000e-08	1.276993e-05	4.429450e-01	-7.587530e-01	3.791193e-03	
9.280349e+03	1	1.884142e-05	68	1.321500e-07	1.841743e-05	-7.323699e-01	-2.044608e-01	1.257281e-03	1.257281e-03	4.405000e-08	1.276993e-05	-7.323664e-01	-2.044762e-01	1.266075e-03	
1.332323e+04	1	1.366491e-05	78	8.810000e-08	1.608911e-05	5.462538e-01	-5.465846e-01	-1.005917e-02	-1.005917e-02	4.405000e-08	1.276993e-05	5.462579e-01	-5.465816e-01	-1.007000e-02	
1.359408e+04	1	2.142284e-05	112	8.810000e-08	1.608911e-05	-5.532654e-01	-5.474617e-01	7.019276e-03	7.019276e-03	4.405000e-08	1.276993e-05	-5.532756e-01	-5.474543e-01	7.019116e-03	
1.408211e+04	1	1.787018e-05	35	8.810000e-08	1.608911e-05	-7.140612e-01	8.436051e-02	5.125711e-03	5.125711e-03	4.405000e-08	1.276993e-05	-7.140547e-01	8.436386e-02	5.116149e-03	
1.519386e+04	1	1.364592e-05	14	8.810000e-08	1.608911e-05	-2.842214e-01	-5.792792e-01	3.663838e-03	3.663838e-03	4.405000e-08	1.276993e-05	-2.842131e-01	-5.792808e-01	3.673035e-03	
1.581045e+04	1	1.102997e-05	74	8.810000e-08	1.608911e-05	5.943787e-01	-4.107633e-01	-6.881276e-03	-6.881276e-03	4.405000e-08	1.276993e-05	5.943671e-01	-4.107607e-01	-6.882686e-03	
1.646375e+04	1	6.954904e-06	68	1.762000e-07	2.027101e-05	6.368233e-01	-4.383066e-01	-6.943532e-03	-6.943532e-03	4.405000e-08	1.276993e-05	6.368317e-01	-4.383063e-01	-6.965297e-03	
1.719824e+04	1	1.503391e-05	126	2.202500e-07	2.183628e-05	5.898036e-01	-6.367732e-01	-8.461280e-03	-8.461280e-03	4.405000e-08	1.276993e-05	5.898028e-01	-6.367537e-01	-8.445961e-03	
1.988456e+04	1	1.364821e-05	112	1.762000e-07	2.027101e-05	-7.137805e-01	-3.358835e-01	-9.538612e-04	-9.538612e-04	8.810000e-08	1.608911e-05	-7.137683e-01	-3.358809e-01	-9.443866e-04	
2.968876e+04	1	7.266707e-06	60	8.810000e-08	1.608911e-05	-7.515494e-01	5.320680e-02	-1.975204e-04	-1.975204e-04	4.405000e-08	1.276993e-05	-7.515399e-01	5.321000e-02	-2.041189e-04	
3.243456e+04	1	1.341536e-05	82	8.810000e-08	1.608911e-05	3.845481e-01	-6.479810e-01	5.454459e-03	5.454459e-03	4.405000e-08	1.276993e-05	3.845523e-01	-6.479879e-01	5.463735e-03	
3.416129e+04	2	9.789476e-06	78	1.038985e-07	1.699847e-05	5.440744e-01	4.797985e-01	7.392101e-03	7.392101e-03	4.405000e-08	1.276993e-05	5.440511e-01	4.797705e-01	7.385334e-03	3687573659	2.825151e-08	
3.561225e+04	1	2.529551e-05	142	8.810000e-08	1.608911e-05	-6.189455e-01	-7.059527e-01	2.450232e-03	2.450232e-03	4.405000e-08	1.276993e-05	-6.189516e-01	-7.059529e-01	2.439123e-03	
4.908749e+04	1	1.645556e-05	86	8.810000e-08	1.608911e-05	5.996346e-01	-4.045196e-01	-1.245605e-02	-1.245605e-02	4.405000e-08	1.276993e-05	5.996257e-01	-4.045256e-01	-1.246185e-02	
5.323272e+04	1	1.218916e-05	86	1.321500e-07	1.841743e-05	3.010569e-01	-6.646789e-01	-5.307582e-03	-5.307582e-03	4.405000e-08	1.276993e-05	3.010479e-01	-6.646936e-01	-5.301588e-03	
6.106713e+04	0	2.021960e-05	49	4.405000e-08	1.276993e-05	1.511754e-01	-5.938005e-01	1.044839e-02	1.044839e-02	4.405000e-08	1.276993e-05	1.511939e-01	-5.937954e-01	1.043203e-02	
6.143941e+04	1	1.059415e-05	72	8.810000e-08	1.608911e-05	2.180923e-01	7.290887e-01	-1.535644e-02	-1.535644e-02	4.405000e-08	1.276993e-05	2.180889e-01	7.290864e-01	-1.536815e-02	
6.500477e+04	0	1.673628e-05	107	4.405000e-08	1.276993e-05	8.655398e-01	9.684088e-02	6.217101e-03	6.217101e-03	4.405000e-08	1.276993e-05	8.655571e-01	9.682384e-02	6.212182e-03	
7.049977e+04	1	1.543727e-05	14	1.321500e-07	1.841743e-05	4.043477e-01	-4.551317e-01	-3.735199e-03	-3.735199e-03	4.405000e-08	1.276993e-05	4.043576e-01	-4.551458e-01	-3.741177e-03	
8.448813e+04	0	2.426149e-05	28	4.405000e-08	1.276993e-05	7.577106e-01	2.180793e-01	-1.360908e-02	-1.360908e-02	4.405000e-08	1.276993e-05	7.577116e-01	2.180675e-01	-1.363095e-02	
8.746890e+04	0	2.250762e-05	113	4.405000e-08	1.276993e-05	7.276344e-01	-3.357837e-01	-7.823179e-03	-7.823179e-03	4.405000e-08	1.276993e-05	7.276574e-01	-3.357811e-01	-7.814683e-03	
8.847965e+04	1	2.719360e-05	68	2.202500e-07	2.183628e-05	4.436827e-01	-6.611897e-01	1.174534e-02	1.174534e-02	4.405000e-08	1.276993e-05	4.437012e-01	-6.611836e-01	1.172889e-02	
9.277256e+04	0	2.206805e-05	72	8.810000e-08	1.608911e-05	-6.944412e-01	6.661451e-02	-4.151896e-03	-4.151896e-03	4.405000e-08	1.276993e-05	-6.944287e-01	6.659158e-02	-4.144532e-03	
9.525786e+04	0	3.377598e-05	68	2.202500e-07	2.183628e-05	2.851100e-01	-7.164417e-01	-2.982453e-03	-2.982453e-03	4.405000e-08	1.276993e-05	2.850792e-01	-7.164463e-01	-2.968009e-03	
1.021375e+05	1	1.783864e-05	74	1.321500e-07	1.841743e-05	2.609300e-01	6.636494e-01	-6.089673e-03	-6.089673e-03	4.405000e-08	1.276993e-05	2.609440e-01	6.636370e-01	-6.088129e-03	
1.081361e+05	1	2.317524e-05	74	2.202500e-07	2.183628e-05	-7.437372e-01	9.480906e-02	4.153362e-03	4.153362e-03	8.810000e-08	1.608911e-05	-7.437530e-01	9.481671e-02	4.162151e-03	
1.130425e+05	0	1.879469e-05	107	4.405000e-08	1.276993e-05	-9.418005e-01	-2.561063e-01	4.199797e-03	4.199797e-03	4.405000e-08	1.276993e-05	-9.417988e-01	-2.561252e-01	4.183491e-03	
1.189412e+05	1	1.410587e-05	126	2.643000e-07	2.320451e-05	-7.424072e-01	-5.090972e-01	-1.611900e-03	-1.611900e-03	4.405000e-08	1.276993e-05	-7.424178e-01	-5.090989e-01	-1.587395e-03	
1.216887e+05	1	1.101771e-05	74	2.643000e-07	2.320451e-05	1.204162e-01	-7.689240e-01	1.965095e-03	1.965095e-03	4.405000e-08	1.276993e-05	1.204189e-01	-7.688980e-01	1.973211e-03	
1.251613e+05	0	2.149398e-05	106	4.405000e-08	1.276993e-05	-8.698380e-01	-4.531739e-02	1.144664e-02	1.144664e-02	4.405000e-08	1.276993e-05	-8.698274e-01	-4.532995e-02	1.142817e-02	
1.345437e+05	0	1.975970e-05	27	4.405000e-08	1.276993e-05	7.836858e-01	5.747686e-02	-1.848837e-03	-1.848837e-03	4.405000e-08	1.276993e-05	7.837014e-01	5.746405e-02	-1.862264e-03	
1.351835e+05	1	8.194900e-06	124	8.810000e-08	1.608911e-05	-1.245151e-01	6.891048e-01	-2.319780e-02	-2.319780e-02	4.405000e-08	1.276993e-05	-1.245109e-01	6.890973e-01	-2.320710e-02	
1.431852e+05	1	2.244311e-05	62	1.321500e-07	1.841743e-05	3.450794e-01	-7.657236e-01	1.626204e-03	1.626204e-03	4.405000e-08	1.276993e-05	3.450669e-01	-7.657219e-01	1.612235e-03	
1.551379e+05	1	2.818698e-05	142	1.321500e-07	1.841743e-05	8.413371e-01	-2.648079e-01	-2.796252e-03	-2.796252e-03	4.405000e-08	1.276993e-05	8.413424e-01	-2.648027e-01	-2.778512e-03	
1.572924e+05	1	9.090687e-06	125	8.810000e-08	1.608911e-05	8.025191e-01	-6.288679e-02	8.764115e-03	8.764115e-03	4.405000e-08	1.276993e-05	8.025154e-01	-6.288228e-02	8.753562e-03	
1.673334e+05	2	5.817202e-06	126	3.599676e-07	2.572139e-05	3.795327e-01	-8.491842e-01	-1.761388e-02	-1.761388e-02	1.321500e-07	1.841743e-05	3.795672e-01	-8.491836e-01	-1.763463e-02	3196256300	3.648238e-08	
1.678562e+05	1	1.064271e-05	141	1.321500e-07	1.841743e-05	-6.680269e-01	2.948140e-01	-1.261501e-02	-1.261501e-02	4.405000e-08	1.276993e-05	-6.680100e-01	2.948180e-01	-1.261056e-02	
1.730546e+05	0	2.086758e-05	107	4.405000e-08	1.276993e-05	-7.104601e-01	4.073009e-01	-5.126882e-03	-5.126882e-03	4.405000e-08	1.276993e-05	-7.104680e-01	4.073220e-01	-5.135856e-03	
1.747403e+05	0	2.117755e-05	109	4.405000e-08	1.276993e-05	-7.394009e-01	-1.182170e-01	2.458553e-02	2.458553e-02	4.405000e-08	1.276993e-05	-7.393931e-01	-1.182276e-01	2.456441e-02	
1.904320e+05	0	2.573046e-05	68	2.202500e-07	2.183628e-05	-7.427499e-01	-2.354809e-01	1.475427e-02	1.475427e-02	4.405000e-08	1.276993e-05	-7.427415e-01	-2.354837e-01	1.478697e-02	
1.920834e+05	0	2.292023e-05	143	4.405000e-08	1.276993e-05	-8.986871e-01	-4.278103e-01	2.568921e-02	2.568921e-02	4.405000e-08	1.276993e-05	-8.987060e-01	-4.278102e-01	2.567227e-02	
